RESPNUM;CCGID;RUNID;INTDATE;DAY;GATE;BAREA;STRATA;PEAK;METH;SAQ;AIRLINE;DESTINATION;FLIGHT;AIRLINE_CODE;DEST_CODE;DESTGEO;DESTMARK;ARRTIME;DEPTIME;HOWLONG;Q2PURP1;Q2PURP2;Q2PURP3;Q3GETTO1;Q3GETTO2;Q3GETTO3;Q3PARK;Q4BAGS;Q4STORE;Q4FOOD;Q4WIFI;Q5TIMESFLOWN;Q5FIRSTTIME;Q6LONGUSE;Q7ART;Q7FOOD;Q7STORE;Q7SIGN;Q7WALKWAY;Q7SCREENS;Q7INFODOWN;Q7INFOUP;Q7WIFI;Q7ROADS;Q7PARK;Q7AIRTRAIN;Q7LTPARKING;Q7RENTAL;Q7ALL;Q8-1;Q8-2;Q8-3;Q8-4;Q8-5;Q8-6;Q9Boarding;Q9AirTrain;Q9Rental;Q9Food;Q9Restroom;Q9All;Q9-1;Q9-2;Q9-3;Q10Safe;Q10-1;Q10-2;Q10-3;Q11TSAPRE;Q12PRECHECKRATE;Q12-1;Q12-2;Q12-3;Q13COUNTY;Q13GETRATE;Q14FIND ;Q14PASSTHRU;Q15PROBLEM;Q15A;Q15-1;Q15-2;Q15-3;NETPRO  ;Q17LIVE;Q18CITY;Q18COUNTY;Q18STATE;Q18ZIP;Q18COUNTRY;HOME;Q19Clear;Q20Age;Q21Gender;Q22Income;Q23FLY;Q24SJC;Q24OAK;LANG;WEIGHT
300;2561;54;3;5;81;F;3;2;1;2;UNITED;SAN DIEGO;460;30;57;1;2;5:00 PM;19:32:00;152;3;;;5;;;;2;2;1;1;3;1;4;5;4;4;5;5;4;5;5;5;4;6;4;6;2;4;22;;;;;;4;4;4;4;2;4;0;;;5;4;;;1;3;4;;;6;5;5;3;2;;;;;9;3;SAN DIEGO;SAN DIEGO COUNTY;CA;92103;US;10;2;6;2;0;1;2;2;1;1,4869248
2627;493;901;1;3;69;E;2;2;1;2;UNITED;CHICAGO-O'HARE;390;30;12;3;4;2:45 PM;16:00:00;75;3;;;5;;;;2;1;1;1;2;1;2;3;4;3;5;5;5;3;3;5;5;6;5;6;5;5;1;;;;;;5;5;5;5;5;5;1;;;5;0;;;1;5;10;;;5;5;5;5;2;;;;;9;3;PARK RIDGE;COOK COUNTY;IL;60068;US;11;2;6;2;2;2;2;2;1;1,4869248
1734;1969;556;21;2;101;G;3;3;1;2;AIR CANADA;TORONTO;754;3;70;4;4;7:40 PM;22:30:00;170;3;;;2;;;;2;2;1;1;1;1;2;3;3;6;5;5;5;6;6;4;4;6;5;6;4;4;107;;;;;;5;5;5;4;4;4;0;;;4;0;;;1;5;0;;;7;5;5;5;2;;;;;9;3;;;;;CANADA;13;2;6;1;0;2;2;2;1;0,3461202
2463;989;906;11;6;81;F;2;2;1;2;UNITED;DENVER;720;30;14;1;4;2:45 PM;15:41:00;56;3;;;6;;;;2;2;2;2;5;1;4;4;4;2;3;4;4;4;4;4;6;6;6;6;6;4;0;;;;;;4;4;6;4;4;4;0;;;5;0;;;1;5;0;;;5;5;5;5;2;;;;;9;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94109;US;5;2;4;1;4;2;2;1;1;1,4869248
2326;812;537;16;4;8;A;3;3;1;2;QANTAS;SYDNEY;74;26;67;9;4;N;22:45:00;N;3;;;1;;;3;1;0;0;0;1;1;4;4;4;4;5;5;5;4;4;0;5;5;0;5;5;5;0;;;;;;5;5;5;5;5;5;0;;;5;0;;;1;5;0;;;9;5;5;5;2;;;;;9;1;ROHNERT PARK;SONOMA COUNTY;CA;94928;US;9;0;7;2;1;1;2;0;3;0,6704842
2361;913;158;15;3;9;A;1;1;1;2;JETBLUE;FT. LAUDERDALE;578;22;21;2;3;7:00 AM;09:01:00;121;3;;;9;;;;2;1;1;2;2;1;1;0;4;0;4;4;4;4;0;0;5;0;5;0;5;BLANK;0;;;;;;5;5;5;5;5;5;0;;;5;0;;;1;4;0;;;5;5;4;3;2;;;;;9;3;GREENACRES;PALM BEACH COUNTY;FL;33454;US;12;2;7;1;2;2;2;2;1;0,6704842
2314;535;4;1;3;77;F;2;1;1;2;UNITED;SAN ANTONIO;5564;30;56;3;2;8:30 AM;11:00:00;150;3;;;12;;;;0;0;1;1;3;1;4;5;4;0;5;5;4;4;4;5;4;4;5;4;5;4;0;;;;;;5;5;5;5;5;5;0;;;4;1;;;2;;;;;9;5;4;4;2;;;;;9;3;PANDORA;WILSON COUNTY;TX;78143;US;11;2;5;2;2;2;2;1;1;1,4869248
509;2433;547;20;1;54;D;3;2;1;2;ALASKA;PORTLAND;1811;7;50;1;2;6:40 PM;19:58:00;78;3;;;6;;;;1;1;0;0;1;1;2;5;4;4;5;5;5;5;5;5;6;6;5;6;6;5;0;;;;;;4;5;5;4;4;4;0;;;5;2;;;2;;;;;5;5;5;5;2;;;;;9;3;RICHLAND;BENTON COUNTY;WA;99354;US;10;2;3;2;1;2;1;2;1;1,1063322
1417;18;70;5;7;76;F;2;1;1;2;UNITED;KANSAS CITY;5454;30;30;3;2;10:30 AM;13:00:00;150;3;;;3;;;;2;2;1;2;1;2;1;3;3;3;4;4;4;6;6;6;6;6;6;6;6;BLANK;3;;;;;;4;6;6;4;4;4;0;;;3;5;;;2;;;;;11;5;5;5;2;;;;;9;3;KANSAS CITY;WYANDOTTE COUNTY;KS;66160;US;11;2;6;2;4;2;2;2;1;1,4869248
1162;1459;521;15;3;28;B;3;2;1;2;SOUTHWEST;LOS ANGELES;5814;28;34;1;4;5:00 PM;18:10:00;70;3;;;2;;;;2;2;2;2;4;1;4;6;4;6;4;6;5;6;6;6;5;6;6;6;6;4;0;;;;;;4;6;6;4;4;4;0;;;5;16;;;2;;;;;5;5;4;5;2;;;;;9;3;LOS ANGELES;LOS ANGELES COUNTY;CA;90019;US;10;2;3;2;2;2;2;2;1;0,9942748
2246;216;37;3;5;26;B;1;2;1;2;SOUTHWEST;PHOENIX;1926;28;49;1;4;4:30 AM;06:35:00;125;3;;;2;;;;1;2;1;2;3;1;4;3;3;3;3;3;4;3;3;4;3;3;4;3;3;3;64;102;;;;;4;4;3;3;4;3;0;;;4;0;;;2;;;;;2;5;5;5;2;;;;;9;1;MARTINEZ;CONTRA COSTA COUNTY;CA;94553;US;2;2;5;2;2;2;1;1;1;0,9942748
875;1538;515;15;3;51;D;3;2;1;2;ALASKA;SEATTLE;1759;7;62;1;4;5:30 PM;19:25:00;115;3;;;5;;;;2;2;1;1;3;1;2;3;4;4;4;3;4;6;6;4;4;6;3;6;6;4;0;;;;;;5;3;6;4;4;4;0;;;4;0;;;2;;;;;5;5;5;4;2;;;;;9;3;SNOQUALMIE;KING COUNTY;WA;98065;US;10;2;5;2;3;2;2;2;1;1,1063322
1296;72;81;8;3;95;G;2;3;1;2;UNITED INTL;LONDON HEATHROW;901;31;32;6;4;9:30 AM;12:20:00;170;3;;;5;;;;1;1;0;1;2;1;4;4;4;3;4;3;4;6;0;4;6;6;6;6;6;4;0;;;;;;5;6;6;3;4;4;0;;;3;0;;;2;;;;;9;5;4;4;2;;;;;9;1;;;;;US;90;2;6;2;0;2;2;2;1;1,4869248
2531;2753;68;5;7;83;F;2;1;1;2;UNITED;NEWARK;535;30;43;2;4;9:20 AM;11:30:00;130;3;;;2;;;;1;2;1;2;3;1;4;5;5;5;5;5;5;4;4;3;4;5;5;6;6;5;3;212;;;;;5;4;6;5;3;4;0;;;5;0;;;2;;;;;30;5;5;4;2;;;;;9;3;PRINCETON;MERCER COUNTY;NJ;8540;US;12;2;2;2;1;3;1;1;1;1,4869248
2752;776;535;16;4;4;A;3;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;85;5;47;6;4;4:00 PM;20:30:00;270;3;;;8;;;;1;1;1;1;2;1;4;6;4;6;5;5;5;6;6;5;6;6;6;6;6;5;103;;;;;;5;6;6;4;4;4;0;;;5;0;;;2;;;;;11;5;5;5;2;;;;;9;3;LAUSANNE;;;;SWITZERLAND;15;2;6;2;0;2;2;2;1;0,2863575
2166;737;532;16;4;22;B;3;2;1;2;FRONTIER;DENVER;668;19;14;1;4;3:40 PM;17:33:00;113;3;;;2;;;;0;0;1;1;3;1;2;4;4;4;5;4;5;5;6;5;4;6;4;6;6;4;102;151;;;;;5;5;5;5;5;5;0;;;5;0;;;2;;;;;5;5;5;5;2;;;;;9;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94114;US;5;0;3;2;2;2;0;1;1;0,2080380
2118;1715;557;21;2;98;G;3;3;1;2;UNITED INTL;MEXICO CITY;412;31;36;4;4;9:00 PM;23:10:00;130;3;;;3;;;;0;1;1;1;2;1;1;0;4;3;4;4;5;0;0;4;0;0;0;0;0;BLANK;0;;;;;;5;0;0;5;0;5;0;;;4;0;;;4;;;;;11;5;0;0;2;;;;;9;3;PUEBLA;;;;MEXICO;13;2;5;1;0;2;2;2;2;1,4869248
2711;1198;103;11;6;84;F;2;1;1;2;UNITED;SANTA BARBARA;5325;30;61;1;1;10:00 AM;12:02:00;122;3;;;3;;;;2;1;2;2;4;1;4;4;3;3;4;5;4;4;4;2;3;4;2;3;6;4;75;16;27;;;;4;6;6;4;4;4;0;;;4;0;;;1;5;2;11;;2;6;4;5;2;;;;;9;1;ALAMO;CONTRA COSTA COUNTY;CA;94507;US;2;2;6;2;4;2;2;1;1;1,4869248
2722;1235;99;11;6;68;E;1;1;1;2;UNITED;CHICAGO-O'HARE;639;30;12;3;4;5:15 AM;08:30:00;195;3;;;3;;;;1;1;1;1;1;1;3;6;3;3;4;4;4;4;4;5;6;6;6;6;6;4;21;102;34;;;;2;6;6;3;4;3;0;;;4;5;;;1;4;10;;;11;6;5;5;2;;;;;9;3;NEW YORK;NEW YORK COUNTY;NY;10016;US;12;2;2;2;2;2;2;2;1;1,4869248
2503;2747;68;5;7;83;F;2;1;1;2;UNITED;NEWARK;535;30;43;2;4;9:00 AM;11:30:00;150;3;;;3;;;;1;2;1;1;0;2;1;3;5;5;5;5;5;5;5;5;6;6;6;6;6;BLANK;0;;;;;;4;6;6;6;5;5;0;;;5;0;;;1;6;0;;;11;6;6;3;2;;;;;9;3;VERONA;ESSEX COUNTY;NJ;7044;US;12;0;2;2;0;0;0;0;1;1,4869248
3088;577;624;29;3;77;F;1;1;1;2;UNITED;SPOKANE;500;30;66;1;1;9:00 AM;10:37:00;97;3;;;3;;;;2;2;2;2;3;1;2;6;4;4;5;4;5;6;6;4;6;6;6;6;6;4;0;;;;;;5;6;6;6;5;5;0;;;5;0;;;2;;;;;11;6;5;6;2;;;;;9;3;MANITOWOC;MANITOWOC COUNTY;WI;54220;US;11;2;7;2;0;2;2;2;1;1,4869248
2098;1045;110;11;6;10;A;3;2;1;2;JETBLUE;LONG BEACH;1635;22;33;1;1;3:10 PM;17:49:00;159;3;;;3;;;;0;0;1;1;1;2;1;5;4;4;4;5;5;6;4;5;6;6;6;6;6;4;0;;;;;;5;6;6;6;5;5;0;;;5;4;;;4;;;;;11;6;4;6;2;;;;;9;3;MILLBURY;WORCESTER COUNTY;MA;1527;US;12;2;5;2;2;2;2;2;1;0,6704842
2664;1156;120;12;7;2;A;2;3;1;2;AEROMEXICO;MEXICO CITY;669;2;36;4;4;N;13:35:00;N;4;;;5;;;;2;2;2;1;2;2;1;6;6;6;6;5;5;6;6;5;6;6;6;6;6;BLANK;0;;;;;;5;5;5;5;5;5;0;;;5;0;;;3;;;;;5;0;4;4;2;;;;;9;0;;;;;;99;0;2;1;0;3;2;2;2;0,6704842
2302;2068;169;17;5;58;D;1;1;1;2;AMERICAN;CHICAGO-O'HARE;2349;8;12;3;4;6:00 AM;08:00:00;120;4;;;2;;;;1;2;2;1;2;1;4;4;5;3;3;4;4;3;3;5;4;4;4;4;4;4;60;;;;;;4;4;4;4;4;4;0;;;5;1;;;2;;;;;5;4;4;4;2;;;;;9;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94116;US;5;0;2;2;3;2;1;2;1;1,0611394
713;2470;175;17;5;9;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;12:00 PM;15:05:00;185;4;;;5;;;;1;2;2;3;3;1;1;3;3;1;4;4;4;6;6;6;6;6;6;6;6;4;35;;;;;;5;5;5;5;5;5;0;;;5;1;2;;2;;;;;5;4;5;5;2;;;;;9;3;PARIS;;;;FRANCE;15;2;2;1;1;2;2;1;1;0,2863575
1856;1773;546;20;1;53;D;3;2;1;2;ALASKA;KAHULUI;1047;7;28;1;1;5:45 PM;18:55:00;70;4;;;2;;;;1;2;2;1;2;1;2;6;4;6;4;4;4;6;6;3;4;6;4;6;4;4;58;;;;;;5;4;4;4;4;4;0;;;5;0;;;2;;;;;5;4;5;5;2;;;;;9;3;WAILUKU;MAUI COUNTY;HI;96793;US;10;2;2;1;1;2;2;1;1;1,1063322
1641;1879;199;19;7;7;A;3;3;1;2;VIRGIN ATLANTIC;LONDON HEATHROW;20;32;32;6;4;4:00 PM;17:50:00;110;4;;;6;;;;1;2;2;1;1;2;1;6;6;4;5;5;5;6;4;5;3;6;5;6;6;4;0;;;;;;5;5;6;6;6;5;0;;;5;0;;;2;;;;;5;4;4;5;2;;;;;9;3;FRIBOURG;;;;SWITZERLAND;15;2;2;1;1;2;2;2;1;0,6704842
2712;441;14;1;3;26;B;3;2;1;2;SOUTHWEST;DENVER;5789;28;14;1;4;6:00 PM;21:20:00;200;4;;;8;;;;2;2;1;1;1;1;3;4;2;6;4;6;4;6;6;4;6;6;6;6;6;4;0;;;;;;5;6;6;4;4;4;11;;;5;0;;;2;;;;;3;5;5;5;2;;;;;9;3;RIFLE;GARFIELD COUNTY;CO;81650;US;10;2;5;2;0;2;2;1;1;0,9942748
3199;2040;210;20;1;6;A;1;3;1;2;CATHAY PACIFIC;HONG KONG;873;12;23;8;4;9:50 PM;00:30:00;160;4;;;1;;;2;1;2;2;2;2;1;3;5;4;4;4;4;4;4;4;5;4;4;4;4;4;5;0;;;;;;4;3;4;4;5;0;0;;;5;0;;;2;;;;;7;5;5;0;2;;;;;9;1;LOS GATOS;SANTA CLARA COUNTY;CA;95032;US;7;2;2;1;1;2;1;2;1;0,3191648
764;1632;128;13;1;51;D;1;2;1;2;ALASKA;NEW YORK-JFK;1012;7;42;2;4;5:30 AM;07:00:00;90;4;;;5;;;;2;2;1;2;3;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;;;4;4;4;4;4;4;0;;;3;0;;;2;;;;;5;5;4;4;2;;;;;9;3;PARIS;;;;FRANCE;15;2;2;2;0;2;2;2;1;1,1063322
3072;571;624;29;3;77;F;1;1;1;2;UNITED;SPOKANE;500;30;66;1;1;4:55 AM;10:37:00;342;4;;;3;;;;2;2;2;1;4;1;4;5;4;4;4;4;4;3;3;4;4;3;3;6;2;4;74;;;;;;4;4;3;4;3;4;0;;;5;16;;;4;;;;;11;6;5;6;2;;;;;9;3;KANEOHE;HONOLULU COUNTY;HI;96744;US;10;2;7;1;4;1;2;2;1;1,4869248
1519;346;20;2;4;48;C;1;1;1;2;DELTA;LOS ANGELES;2678;16;34;1;4;7:20 AM;09:15:00;115;5;;;5;6;;;1;2;1;2;3;1;4;4;2;4;3;2;4;6;6;6;4;3;4;4;6;4;102;17;27;59;;;4;4;6;6;5;4;0;;;5;0;;;2;;;;;2;0;4;4;2;;;;;9;1;PLEASANT HILL;CONTRA COSTA COUNTY;CA;94523;US;2;2;4;2;4;2;2;2;1;1,1789461
2066;2081;172;17;5;45;D;1;1;1;2;AMERICAN;PHILADELPHIA;841;8;48;2;3;9:00 AM;10:57:00;117;5;;;1;;;3;0;0;1;0;2;1;4;4;3;3;5;4;4;6;6;6;5;5;6;4;6;4;0;;;;;;5;6;6;4;4;4;0;;;5;0;;;1;5;1;;;28;3;5;5;2;;;;;9;2;LOS GATOS;SANTA CRUZ COUNTY;CA;95033;US;10;2;6;1;4;2;1;2;1;1,0611394
2116;1714;557;21;2;98;G;3;3;1;2;UNITED INTL;MEXICO CITY;412;31;36;4;4;7:30 PM;23:10:00;220;5;;;6;;;;1;2;1;1;1;1;2;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;51;;;;;;4;3;3;3;3;3;0;;;4;0;;;2;;;;;5;4;6;3;2;;;;;9;3;PUEBLO;;;;MEXICO;13;0;3;1;1;2;0;0;2;1,4869248
1252;159;47;3;5;94;G;2;3;1;2;UNITED INTL;TOKYO-NARITA;837;31;69;8;4;9:30 AM;11:30:00;120;5;;;3;;;;2;2;2;1;1;1;3;5;4;4;5;5;5;6;6;5;6;6;6;6;6;5;0;;;;;;5;6;6;4;3;4;0;;;4;6;;;4;;;;;11;4;5;6;2;;;;;9;3;SASEBO;;;;JAPAN;16;2;4;1;2;2;2;2;1;1,4869248
1662;1864;198;19;7;9;A;2;3;1;2;EMIRATES;DUBAI;226;17;17;7;4;1:45 PM;16:45:00;180;5;;;2;;;;1;2;2;1;1;1;4;3;4;0;4;5;5;5;5;5;6;6;6;6;6;5;0;;;;;;5;6;6;5;3;5;0;;;5;0;;;0;;;;;6;5;5;5;2;;;;;9;3;;;;;INDIA;16;2;4;1;0;0;2;2;1;0,6704842
2123;1055;110;11;6;10;A;3;2;1;2;JETBLUE;LONG BEACH;1635;22;33;1;1;1:30 PM;17:49:00;259;5;;;2;;;;1;2;2;2;1;1;2;5;4;3;4;5;2;3;4;2;3;4;5;5;5;5;0;;;;;;5;5;5;5;5;5;0;;;5;0;;;1;4;0;;;7;5;5;5;2;;;;;9;3;;;;;POLAND;15;0;3;1;1;2;2;2;1;0,6704842
2065;1230;98;11;6;85;F;1;2;1;2;UNITED;NEWARK;577;30;43;2;4;5:15 AM;07:30:00;135;5;;;7;;;;2;2;2;1;2;1;1;4;3;4;5;4;3;6;6;5;5;6;6;6;6;4;65;77;;;;;5;6;6;5;4;4;0;;;4;3;;;2;;;;;5;5;5;5;2;;;;;9;3;CABA;;;;ARGENTINA;14;2;3;2;1;2;2;2;2;1,4869248
2948;1422;524;15;3;24;B;3;2;1;2;SOUTHWEST;SAN DIEGO;5698;28;57;1;2;6:30 PM;20:45:00;135;5;;;2;;;;2;2;1;1;3;1;2;5;4;4;4;5;5;5;5;5;6;6;5;6;6;4;0;;;;;;5;5;6;5;5;5;0;;;5;5;;;2;;;;;5;5;5;5;2;;;;;9;3;SAN DIEGO;SAN DIEGO COUNTY;CA;92116;US;10;2;3;3;1;2;2;2;1;0,9942748
2705;1196;103;11;6;84;F;2;1;1;2;UNITED;SANTA BARBARA;5325;30;61;1;1;9:30 AM;12:02:00;152;5;;;3;;;;1;1;2;2;2;1;2;6;4;4;5;5;5;4;4;5;4;4;6;6;6;4;44;3;;;;;5;6;6;4;4;4;0;;;4;0;;;2;;;;;11;5;5;5;2;;;;;9;3;SANTA BARBARA;SANTA BARBARA COUNTY;CA;93111;US;10;2;3;2;2;2;2;2;1;1,4869248
716;2359;638;30;4;6;A;2;3;1;2;CATHAY PACIFIC;HONG KONG;879;12;23;8;4;8:35 AM;13:05:00;270;5;;;3;;;;2;2;1;1;1;2;1;5;3;2;4;4;4;5;6;5;6;6;6;6;6;5;991;103;35;;;;4;6;6;5;5;5;0;;;5;0;;;1;6;0;;;11;6;5;5;2;;;;;9;3;AUSTIN;TRAVIS COUNTY;TX;78745;US;11;2;3;1;1;2;2;2;1;0,3191648
3236;2326;650;31;5;59;D;2;1;1;2;ALASKA;PORTLAND;1805;7;50;1;2;10:40 AM;12:10:00;90;6;;;3;;;;0;0;1;1;1;1;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;4;0;;;;;;5;6;6;4;4;4;0;;;4;6;;;4;;;;;11;0;4;6;2;;;;;9;3;FORT MILL;YORK COUNTY;SC;29708;US;12;2;3;2;2;3;2;2;1;1,1063322
1765;2096;171;17;5;58;D;1;1;1;2;AMERICAN;CHICAGO-O'HARE;2594;8;12;3;4;7:45 AM;09:25:00;100;6;;;1;;;4;1;1;1;1;3;1;1;4;4;5;5;5;4;6;6;3;4;3;6;6;6;4;0;;;;;;4;0;0;4;4;4;0;;;4;0;;;1;5;0;;;3;3;4;4;2;;;;;9;1;SAUSALITO;MARIN COUNTY;CA;94965;US;3;2;6;2;4;2;2;2;1;1,0611394
533;2377;648;31;5;50;D;2;3;1;2;ALASKA;PUERTO VALLARTA;1272;7;51;4;1;9:30 AM;11:00:00;90;6;;;2;;;;2;2;2;2;3;1;4;4;3;3;4;4;3;6;6;6;3;6;6;6;6;4;0;;;;;;4;6;6;4;4;4;0;;;4;0;;;1;4;0;;;5;3;4;4;2;;;;;9;1;;;;;US;90;2;3;0;0;2;1;1;1;1,1063322
3276;2698;88;9;4;24;B;1;1;1;2;SOUTHWEST;DENVER;2085;28;14;1;4;8:30 AM;10:05:00;95;6;;;5;;;;1;1;1;1;3;1;4;4;4;3;4;4;4;4;4;4;4;6;4;6;6;4;3;205;;;;;4;4;4;3;4;4;0;;;4;2;;;1;5;21;;;6;4;5;5;2;;;;;9;1;BURLINGAME;SAN MATEO COUNTY;CA;94010;US;6;2;6;2;3;3;1;2;1;0,9942748
790;181;44;3;5;88;G;1;3;1;2;UNITED INTL;SAN JOSE DEL CABO;1761;31;58;4;1;6:45 AM;08:30:00;105;6;;;5;;;;2;1;1;2;5;1;4;5;4;4;4;4;4;3;3;3;4;3;4;3;4;4;0;;;;;;3;4;4;3;3;3;0;;;4;9;;;1;5;0;;;5;4;5;5;2;;;;;9;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94117;US;5;2;3;2;4;3;2;1;1;1,4869248
2105;1708;557;21;2;98;G;3;3;1;2;UNITED INTL;MEXICO CITY;412;31;36;4;4;9:00 PM;23:10:00;130;6;;;5;;;;0;1;0;0;3;1;3;3;3;4;5;4;4;4;4;3;4;4;6;3;4;4;204;;;;;;5;6;3;4;3;3;0;;;5;0;;;2;;;;;6;4;5;3;2;;;;;9;1;REDWOOD CITY;SAN MATEO COUNTY;CA;94065;US;6;2;3;2;3;2;1;2;1;1,4869248
1819;2120;550;20;1;50;D;3;2;1;2;ALASKA;RALEIGH-DURHAM;1074;7;53;2;2;7:15 PM;22:25:00;190;6;;;5;;;;2;1;1;2;1;2;1;6;4;4;4;4;4;6;6;6;6;6;6;6;6;4;14;36;;;;;4;6;6;4;4;4;0;;;5;0;;;2;;;;;5;5;4;3;2;;;;;9;3;APEX;WAKE COUNTY;NC;27502;US;12;2;6;2;2;2;2;2;1;1,1063322
504;2643;77R;6;1;69;E;2;2;1;2;UNITED;KAHULUI;539;30;28;1;1;10:30 AM;14:40:00;250;13;;;3;;;;0;0;1;0;4;1;2;4;3;3;4;4;4;4;3;4;0;0;0;0;0;4;0;;;;;;4;0;0;0;0;0;0;;;4;0;;;1;5;0;;;11;0;4;4;2;;;;;9;3;TOPAZ;MONO COUNTY;CA;96133;US;10;2;4;1;3;1;2;2;1;1,4869248
2069;2083;172;17;5;45;D;1;1;1;2;AMERICAN;PHILADELPHIA;841;8;48;2;3;8:00 AM;10:57:00;177;13;;;2;;;;1;2;2;1;1;1;4;4;3;3;4;4;4;4;4;3;4;4;6;6;6;4;103;;;;;;5;5;5;5;5;5;0;;;4;6;;;3;;;;;1;3;4;5;2;;;;;9;2;FRESNO;FRESNO COUNTY;CA;93727;US;10;2;3;2;1;2;2;2;1;1,0611394
255;2515;184;18;6;101;G;2;3;1;2;AIR CANADA;TORONTO;750;3;70;4;4;1:00 PM;16:55:00;235;0;;;6;;;;0;0;1;1;1;2;1;5;5;0;5;5;5;0;0;5;4;0;5;0;0;5;0;;;;;;0;0;0;0;0;5;1;;;5;0;;;0;;;;;0;5;4;4;3;;;;;9;3;TORONTO;;;;CANADA;13;0;0;3;0;3;2;2;1;0,3461202
919;1382;544;18;6;92;G;3;3;1;2;AIR CANADA;TORONTO;754;3;70;4;4;9:20 PM;22:30:00;70;1;;;3;;;;2;1;2;2;1;2;1;4;4;4;5;4;5;4;4;5;6;6;6;6;6;4;0;;;;;;5;6;6;6;3;4;0;;;4;0;;;4;;;;;11;0;5;4;3;;;;;9;3;;;;;;99;2;5;1;4;3;2;2;1;0,3461202
1712;1991;206;20;1;6;A;3;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;85;5;47;6;4;5:37 PM;20:30:00;173;1;;;2;;;;1;1;2;1;3;1;2;5;5;4;5;5;5;5;5;4;5;5;5;4;4;5;0;;;;;;5;5;5;5;4;5;0;;;4;0;;;2;;;;;2;3;4;1;3;;;;;9;1;ANTIOCH;CONTRA COSTA COUNTY;CA;94509;US;2;0;4;2;2;2;2;1;1;0,2863575
3167;702;615;24;5;40;C;2;2;1;2;DELTA;LOS ANGELES;2848;16;34;1;4;N;16:00:00;N;1;;;2;;;;2;1;1;2;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;5;5;4;4;0;4;0;;;5;0;;;2;;;;;30;4;5;5;3;;;;;9;3;MODESTO;STANISLAUS COUNTY;CA;95353;US;10;0;4;1;3;1;0;1;1;1,1789461
1575;297;33;2;4;95;G;2;3;1;2;UNITED INTL;HONG KONG;869;31;23;8;4;10:30 AM;13:00:00;150;2;;;3;;;;2;2;1;1;1;2;1;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;0;;;;;;5;5;5;5;5;5;0;;;4;0;;;4;;;;;11;0;5;6;3;;;;;9;3;TORONTO;;;;CANADA;13;0;2;1;0;1;2;2;1;1,4869248
708;2468;175;17;5;9;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;N;15:05:00;N;2;;;5;;;;1;0;0;1;3;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;;;5;6;6;5;5;5;0;;;5;0;;;1;5;0;;;5;5;5;5;3;;;;;9;3;;;;;FRANCE;15;2;6;1;3;2;2;2;1;0,2863575
2775;1254;96;10;5;43;C;2;1;1;2;DELTA;ATLANTA;2049;16;2;2;4;8:20 AM;11:30:00;190;1;3;;6;;;;2;1;1;2;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;0;0;0;0;0;;;;;10;1;;;;;US;90;0;3;1;2;1;2;2;1;1,1789461
856;1563;513;15;3;57;D;3;2;1;2;AMERICAN;DALLAS-FT. WORTH;2352;8;13;3;4;2:00 PM;17:25:00;205;1;;;5;;;;2;1;1;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;0;0;0;0;0;;;;;10;3;WAXAHACHIE;ELLIS COUNTY;TX;75167;US;11;0;3;1;2;2;2;2;1;1,0611394
923;1511;518;15;3;52;D;3;2;1;2;ALASKA;RALEIGH-DURHAM;1106;7;53;2;2;8:50 PM;22:40:00;110;1;;;5;;;;2;2;2;2;2;2;4;3;5;5;4;5;5;5;5;6;3;6;6;6;6;4;0;;;;;;5;6;6;5;5;5;0;;;0;0;;;0;;;;;0;0;0;0;0;;;;;10;3;FUQUAY VARINA;WAKE COUNTY;NC;27526;US;12;2;4;1;4;2;1;2;1;1,1063322
389;2607;60;4;6;53;D;1;2;1;2;ALASKA;INDIANAPOLIS;1254;7;26;3;2;1:20 AM;07:40:00;380;1;;;3;;;;2;1;1;2;3;1;4;6;4;4;5;5;4;6;6;6;4;6;6;6;6;4;0;;;;;;5;6;6;5;5;5;0;;;4;0;;;2;;;;;11;0;5;5;0;;;;;10;3;PERRIS;RIVERSIDE COUNTY;CA;92571;US;10;2;4;1;2;2;2;2;1;1,1063322
